Ticker,Date/Time,Close,myBuy ,myShort
360ONE.NS,11/19/2024,1082,1,
^CNXIT,11/22/2024,43332,1,
ADINATH.BO,11/19/2024,28,1,
AEL.BO,11/21/2024,209,,1
AJMERA.NS,11/13/2024,924,,1
ALFAICA.BO,11/19/2024,95,,1
AMRAPLIN.BO,11/18/2024,18,,1
ARROWGREEN.NS,11/21/2024,889,,1
ARTEMISMED.NS,11/13/2024,312,,1
ARTEMISMED.NS,11/19/2024,312,1,
ARYAMAN.BO,11/21/2024,424,,1
ASHAI.BO,11/19/2024,14,,1
ASIANHOTNR.NS,11/21/2024,201,1,
ATVPR.BO,11/19/2024,39,1,
BALPHARMA.NS,11/19/2024,137,1,
BEMHY.BO,11/22/2024,1339,1,
BHAGWOX.BO,11/13/2024,51,1,
BHARAT.BO,11/14/2024,54,,1
BHARATRAS.NS,11/22/2024,11768,1,
BLISSGVS.NS,11/21/2024,132,1,
BLUECHIP.NS,11/19/2024,9,,1
BRIGADE.NS,11/21/2024,1194,1,
BROOKS.NS,11/22/2024,140,1,
CAMEXLTD.BO,11/21/2024,58,,1
CANTABIL.NS,11/21/2024,228,1,
CATVISION.BO,11/21/2024,27,1,
CHEMBOND.NS,11/21/2024,563,,1
CHOKSILA.BO,11/21/2024,62,1,
CHRTEDCA.BO,11/13/2024,271,,1
CORALAB.BO,11/18/2024,780,,1
CRAFTSMAN.NS,11/22/2024,5211,1,
CRSTCHM.BO,11/13/2024,283,1,
DONEAR.NS,11/13/2024,107,,1
ELNET.BO,11/21/2024,374,,1
FEDERALBNK.NS,11/14/2024,209,,1
FRONTSP.BO,11/19/2024,2230,1,
GANESHHOUC.NS,11/13/2024,1196,,1
GEECEE.NS,11/13/2024,407,,1
GENUSPOWER.NS,11/13/2024,415,,1
GLOBE.NS,11/14/2024,4,,1
GLOBOFFS.BO,11/18/2024,112,,1
GODREJPROP.NS,11/22/2024,2857,1,
GOENKA.NS,11/14/2024,1,1,
GOLDCOINHF.BO,11/19/2024,11,,1
GRANULES.NS,11/13/2024,560,,1
GRAVITY.BO,11/21/2024,8,,1
GRPLTD.NS,11/13/2024,3220,,1
GSBFIN.BO,11/18/2024,21,,1
GUJCONT.BO,11/14/2024,162,,1
GUJHOTE.BO,11/21/2024,211,1,
GUJRAFFIA.NS,11/13/2024,44,,1
HARIAEXPO.BO,11/14/2024,5,1,
HBPOR.BO,11/13/2024,101,,1
HEMORGANIC.BO,11/22/2024,11,1,
HIRECT.NS,11/13/2024,1138,,1
HUIL.BO,11/18/2024,2533,1,
IBINFO.BO,11/14/2024,186,1,
INDAG.BO,11/19/2024,189,1,
INDOCO.NS,11/22/2024,320,1,
INDOTHAI.NS,11/19/2024,1046,,1
IPRINGLTD.BO,11/13/2024,197,,1
ISGEC.BO,11/13/2024,1289,,1
IWP.BO,11/21/2024,36,1,
JUBLINDS.NS,10/21/2024,1634,1,
JUBLINDS.NS,10/25/2024,1634,,1
KARURVYSYA.NS,11/13/2024,213,,1
KEMISTAR.BO,11/18/2024,84,1,
KEMISTAR.BO,11/22/2024,84,,1
KIRLPNU.BO,11/13/2024,1584,,1
KJMCFIN.BO,11/19/2024,123,,1
KNRCON.NS,11/13/2024,313,1,
KPIL.NS,11/13/2024,1122,,1
KOPRAN.NS,11/13/2024,220,,1
KOTHARIPRO.NS,11/19/2024,155,1,
KREBSBIO.NS,11/18/2024,82,,1
KRYPTONQ.BO,11/13/2024,72,,1
LAL.BO,11/18/2024,24,1,
LFIC.NS,11/14/2024,231,,1
LLFICL.BO,11/18/2024,10,,1
LWSKNIT.BO,11/21/2024,43,,1
M&M.NS,11/19/2024,3013,1,
MANGCHEFER.NS,11/21/2024,141,,1
MARIS.BO,11/22/2024,38,1,
MAZDOCK.NS,11/21/2024,3992,,1
MERCANTILE.BO,11/13/2024,23,,1
METROPOLIS.NS,11/13/2024,2062,,1
MORARKFI.BO,11/13/2024,153,,1
MOREPENLAB.NS,11/13/2024,74,,1
MTEDUCARE.NS,11/13/2024,3,1,
MUKATPIP.BO,11/14/2024,21,1,
NAHARSPING.NS,11/13/2024,239,,1
NAUKRI.NS,11/22/2024,8000,1,
NBIFIN.NS,11/18/2024,2577,1,
NETWORK18.NS,11/14/2024,80,1,
NGIND.BO,11/18/2024,163,,1
NIRAJ.NS,11/21/2024,63,1,
NITINCAST.BO,11/22/2024,691,,1
NLCINDIA.NS,11/22/2024,261,1,
ONMOBILE.NS,11/13/2024,74,,1
ORIENTTR.BO,11/22/2024,15,,1
OSWALAGRO.NS,11/14/2024,70,,1
PANKAJPO.BO,11/13/2024,12,,1
PARMAX.BO,11/22/2024,46,,1
PARAGONF.BO,11/22/2024,61,1,
PDMJEPAPER.NS,11/21/2024,142,,1
PEL.NS,11/22/2024,1086,1,
PGEL.NS,11/18/2024,684,,1
