Buy Date,Ticker,Buy Strat,ll
2024-11-22,20MICRONS.NS,BB_W,219.35
2024-11-22,AAKASH.NS,EW_UC,10.24
2024-11-22,ABAN.NS,BB_DC,58.76
2024-11-22,ABFRL.NS,BB_DC,283.75
2024-11-22,ADCINDIA.BO,BB_W,1664.05
2024-11-22,ADROITINFO.NS,BB_W,20.75
2024-11-22,AHLEAST.NS,BB_DC,145.03
2024-11-22,AICHAMP.BO,EW_UC,48.74
2024-11-22,AIRAN.NS,EW_DC,28.01
2024-11-22,AJANTSOY.BO,ATR_DC,38.0
2024-11-22,AJOONI.NS,EW_W,7.05
2024-11-22,ALEXANDER.BO,EW_BW,12.5
2024-11-22,ALFAICA.BO,BB_W,83.22
2024-11-22,ALOKINDS.NS,BB_DC,19.86
2024-11-22,ANKITMETAL.NS,EW_W,3.08
2024-11-22,ANMOL.BO,BB_DC,27.0
2024-11-22,APOLLOFI.BO,BB_W,766.8
2024-11-22,APOLLOHOSP.NS,ATR_UC,6594.15
2024-11-22,APOLLOTYRE.NS,BB_DC,448.15
2024-11-22,ARAVALIS.BO,EW_BW,4.4
2024-11-22,ARIHANTSUP.NS,BB_W,322.9
2024-11-22,ASHSI.BO,EW_BW,31.5
2024-11-22,ASINPET.BO,EWBB_W,15.15
2024-11-22,AUROLAB.BO,BB_W,192.0
2024-11-22,AVL.BO,BB_W,411.0
2024-11-22,AYMSYNTEX.NS,ATR_DC,222.0
2024-11-22,BANCOINDIA.NS,ATR_UC,695.0
2024-11-22,BDH.BO,ATREW_BW,296.0
2024-11-22,BECTORFOOD.NS,EW_DC,1586.35
2024-11-22,BEMHY.BO,LR_DC,1170.0
2024-11-22,BERYLSE.BO,BB_DC,30.59
2024-11-22,BHAGCHEM.BO,EW_BW,305.3
2024-11-22,BHARATRAS.NS,BBLR_DC,10511.6
2024-11-22,BHARTIARTL.NS,ATR_W,1511.0
2024-11-22,BIHSPONG.BO,BB_DC,13.71
2024-11-22,BLUECHIPT.BO,EW_BW,136.0
2024-11-22,BLUEDART.NS,BB_DC,7110.0
2024-11-22,BROOKS.NS,LR_W,131.05
2024-11-22,BTML.NS,EW_DC,9.4
2024-11-22,CANTABIL.NS,BB_DC,211.01
2024-11-22,CAREERP.NS,EW_BW,384.95
2024-11-22,CASTROLIND.NS,EW_UC,185.07
2024-11-22,CCCL.BO,BB_DC,14.85
2024-11-22,CEATLTD.NS,BB_DC,2660.0
2024-11-22,CEEJAY.BO,EW_BW,228.25
2024-11-22,CENTEXT.NS,EW,19.75
2024-11-22,CENTRUM.NS,BB_W,31.36
2024-11-22,CGVAK.BO,EW_UC,297.75
